2026-03-04 13:18:01 | INFO | bench.__main__ | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] Starting run device=cpu precision=fp32 deterministic=True resolved_from_cache=False
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=20 x_t: shape=(16, 5, 1) dtype=float32 min=-112537.984375 max=172895.90625 mean=2162.287353515625 std=37886.0234375 norm=339414.34375 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=21 x_t: shape=(16, 5, 1) dtype=float32 min=-190691.3125 max=370546.125 mean=6249.5439453125 std=77923.4453125 norm=699206.375 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=22 x_t: shape=(16, 5, 1) dtype=float32 min=-317270.71875 max=851866.25 mean=15571.59375 std=173470.5625 norm=1557806.375 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=23 x_t: shape=(16, 5, 1) dtype=float32 min=-742362.0 max=1656982.625 mean=28668.23046875 std=327819.78125 norm=2943300.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=24 x_t: shape=(16, 5, 1) dtype=float32 min=-1524746.5 max=2985817.5 mean=59230.45703125 std=624954.375 norm=5614811.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=25 x_t: shape=(16, 5, 1) dtype=float32 min=-2173335.75 max=5858021.0 mean=132785.78125 std=1116038.5 norm=10052558.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=26 x_t: shape=(16, 5, 1) dtype=float32 min=-4690911.0 max=11921524.0 mean=272842.5 std=2323694.5 norm=20926536.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=27 x_t: shape=(16, 5, 1) dtype=float32 min=-8338339.0 max=23905882.0 mean=591984.0 std=4617888.5 norm=41641652.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=28 x_t: shape=(16, 5, 1) dtype=float32 min=-19700912.0 max=51579656.0 mean=1253156.0 std=9839655.0 norm=88719432.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=29 x_t: shape=(16, 5, 1) dtype=float32 min=-37821100.0 max=103627064.0 mean=2623054.0 std=19812056.0 norm=178750784.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=30 x_t: shape=(16, 5, 1) dtype=float32 min=-86908184.0 max=223359216.0 mean=5741879.5 std=42755700.0 norm=385851680.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=31 x_t: shape=(16, 5, 1) dtype=float32 min=-195073920.0 max=426725568.0 mean=9700955.0 std=81750656.0 norm=736330240.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=32 x_t: shape=(16, 5, 1) dtype=float32 min=-419335360.0 max=791216128.0 mean=17036198.0 std=154518560.0 norm=1390430720.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=33 x_t: shape=(16, 5, 1) dtype=float32 min=-744395648.0 max=1511683072.0 mean=33765928.0 std=278036352.0 norm=2505104128.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=34 x_t: shape=(16, 5, 1) dtype=float32 min=-1439732736.0 max=2549129216.0 mean=55541492.0 std=491221376.0 norm=4421613568.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=35 x_t: shape=(16, 5, 1) dtype=float32 min=-2849680384.0 max=4505116672.0 mean=95456984.0 std=881852608.0 norm=7933604352.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=36 x_t: shape=(16, 5, 1) dtype=float32 min=-4152622080.0 max=6933193216.0 mean=145859152.0 std=1310272640.0 norm=11791824896.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=37 x_t: shape=(16, 5, 1) dtype=float32 min=-4978128896.0 max=10526235648.0 mean=226255136.0 std=1908414720.0 norm=17188921344.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=38 x_t: shape=(16, 5, 1) dtype=float32 min=-10377320448.0 max=18094952448.0 mean=368458656.0 std=3487557632.0 norm=31367268352.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=39 x_t: shape=(16, 5, 1) dtype=float32 min=-16786063360.0 max=27420229632.0 mean=603293504.0 std=5213363200.0 norm=46940917760.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=40 x_t: shape=(16, 5, 1) dtype=float32 min=-24699545600.0 max=41016029184.0 mean=822844352.0 std=7894088704.0 norm=70989422592.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=41 x_t: shape=(16, 5, 1) dtype=float32 min=-33249304576.0 max=62844243968.0 mean=1306931200.0 std=11972828160.0 norm=107724357632.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=42 x_t: shape=(16, 5, 1) dtype=float32 min=-57341419520.0 max=106581483520.0 mean=2265103872.0 std=20609968128.0 norm=185451118592.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=43 x_t: shape=(16, 5, 1) dtype=float32 min=-99608985600.0 max=192008126464.0 mean=3934002688.0 std=35271970816.0 norm=317438263296.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=44 x_t: shape=(16, 5, 1) dtype=float32 min=-186119684096.0 max=316071084032.0 mean=6806334464.0 std=62186762240.0 norm=559536930816.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=45 x_t: shape=(16, 5, 1) dtype=float32 min=-325996806144.0 max=494467481600.0 mean=9121874944.0 std=94464819200.0 norm=848849141760.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=46 x_t: shape=(16, 5, 1) dtype=float32 min=-562301960192.0 max=728683773952.0 mean=10769470464.0 std=145449467904.0 norm=1304500895744.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=47 x_t: shape=(16, 5, 1) dtype=float32 min=-844636225536.0 max=985920897024.0 mean=11086300160.0 std=192940277760.0 norm=1728556826624.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=48 x_t: shape=(16, 5, 1) dtype=float32 min=-1144366039040.0 max=1178703233024.0 mean=8726411264.0 std=247693639680.0 norm=2216813920256.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=49 x_t: shape=(16, 5, 1) dtype=float32 min=-1552052387840.0 max=1512847048704.0 mean=5049518592.0 std=300276318208.0 norm=2686132944896.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=50 x_t: shape=(16, 5, 1) dtype=float32 min=-2151534428160.0 max=1587634896896.0 mean=-10293817344.0 std=350455201792.0 norm=3135918571520.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=51 x_t: shape=(16, 5, 1) dtype=float32 min=-2771621249024.0 max=1619998932992.0 mean=-43252641792.0 std=401725620224.0 norm=3613909581824.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=52 x_t: shape=(16, 5, 1) dtype=float32 min=-2722379333632.0 max=1218226946048.0 mean=-95116132352.0 std=471309287424.0 norm=4300506923008.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=53 x_t: shape=(16, 5, 1) dtype=float32 min=-5509415960576.0 max=339199492096.0 mean=-185061638144.0 std=789295398912.0 norm=7251124289536.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=54 x_t: shape=(16, 5, 1) dtype=float32 min=-14465727725568.0 max=658530697216.0 mean=-368774643712.0 std=1807057027072.0 norm=16495938633728.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=55 x_t: shape=(16, 5, 1) dtype=float32 min=-28313884033024.0 max=3328059637760.0 mean=-737141719040.0 std=3811692249088.0 norm=34724485529600.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=56 x_t: shape=(16, 5, 1) dtype=float32 min=-49428043923456.0 max=10546315264000.0 mean=-1088225476608.0 std=6418392416256.0 norm=58227140067328.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=57 x_t: shape=(16, 5, 1) dtype=float32 min=-81288631418880.0 max=31512378474496.0 mean=-1614950957056.0 std=11359695667200.0 norm=102625827618816.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=58 x_t: shape=(16, 5, 1) dtype=float32 min=-117903848374272.0 max=53661522722816.0 mean=-2274293710848.0 std=17002560225280.0 norm=153429955575808.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=59 x_t: shape=(16, 5, 1) dtype=float32 min=-172255451545600.0 max=74224618176512.0 mean=-3475446956032.0 std=24953397182464.0 norm=225344317554688.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=0 x_t: shape=(16, 5, 1) dtype=float32 min=-0.6746006011962891 max=0.8705907464027405 mean=-0.034767765551805496 std=0.25980523228645325 norm=2.3444838523864746 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=1 x_t: shape=(16, 5, 1) dtype=float32 min=-2.4116272926330566 max=1.3187038898468018 mean=-0.228837251663208 std=0.7363218665122986 norm=6.896586894989014 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=2 x_t: shape=(16, 5, 1) dtype=float32 min=-5.479469299316406 max=3.7723679542541504 mean=-0.606301486492157 std=1.5340784788131714 norm=14.75397777557373 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=3 x_t: shape=(16, 5, 1) dtype=float32 min=-9.751360893249512 max=7.715705871582031 mean=-1.294398546218872 std=2.767565965652466 norm=27.32748031616211 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=4 x_t: shape=(16, 5, 1) dtype=float32 min=-17.650733947753906 max=11.621678352355957 mean=-2.2563443183898926 std=4.6735005378723145 norm=46.41783905029297 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=5 x_t: shape=(16, 5, 1) dtype=float32 min=-32.655120849609375 max=18.393714904785156 mean=-3.7757480144500732 std=8.076430320739746 norm=79.7420883178711 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=6 x_t: shape=(16, 5, 1) dtype=float32 min=-60.70448684692383 max=27.017131805419922 mean=-6.284433364868164 std=14.729558944702148 norm=143.23519897460938 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=7 x_t: shape=(16, 5, 1) dtype=float32 min=-124.49522399902344 max=45.05466079711914 mean=-10.44245719909668 std=26.51314926147461 norm=254.87127685546875 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=8 x_t: shape=(16, 5, 1) dtype=float32 min=-235.4085693359375 max=65.55740356445312 mean=-17.842988967895508 std=47.352230072021484 norm=452.60186767578125 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=9 x_t: shape=(16, 5, 1) dtype=float32 min=-419.8626708984375 max=96.60424041748047 mean=-29.07770347595215 std=79.95036315917969 norm=760.92431640625 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=10 x_t: shape=(16, 5, 1) dtype=float32 min=-740.5108032226562 max=127.6814193725586 mean=-46.90613555908203 std=132.28062438964844 norm=1255.3358154296875 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=11 x_t: shape=(16, 5, 1) dtype=float32 min=-1359.1748046875 max=225.16973876953125 mean=-77.015625 std=231.9721221923828 norm=2186.183349609375 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=12 x_t: shape=(16, 5, 1) dtype=float32 min=-2411.26904296875 max=364.39923095703125 mean=-126.90751647949219 std=403.8183288574219 norm=3786.0244140625 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=13 x_t: shape=(16, 5, 1) dtype=float32 min=-3948.51513671875 max=511.5378112792969 mean=-208.58871459960938 std=661.2715454101562 norm=6201.86669921875 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=14 x_t: shape=(16, 5, 1) dtype=float32 min=-6682.24169921875 max=934.8538208007812 mean=-337.3929138183594 std=1107.3363037109375 norm=10353.8505859375 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=15 x_t: shape=(16, 5, 1) dtype=float32 min=-10673.9482421875 max=1760.12158203125 mean=-540.127197265625 std=1810.2188720703125 norm=16896.4609375 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=16 x_t: shape=(16, 5, 1) dtype=float32 min=-18545.857421875 max=2635.676513671875 mean=-934.099609375 std=3076.016357421875 norm=28753.3203125 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=17 x_t: shape=(16, 5, 1) dtype=float32 min=-31714.244140625 max=3884.349853515625 mean=-1509.053955078125 std=5132.5869140625 norm=47850.34375 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=18 x_t: shape=(16, 5, 1) dtype=float32 min=-49777.94140625 max=7304.8115234375 mean=-2523.72216796875 std=8207.8330078125 norm=76805.046875 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=19 x_t: shape=(16, 5, 1) dtype=float32 min=-88362.40625 max=14681.48828125 mean=-4122.12451171875 std=13841.248046875 norm=129173.3984375 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=20 x_t: shape=(16, 5, 1) dtype=float32 min=-152476.34375 max=27414.5 mean=-6776.64599609375 std=23953.76171875 norm=222657.703125 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=21 x_t: shape=(16, 5, 1) dtype=float32 min=-250159.953125 max=42873.35546875 mean=-11435.798828125 std=40138.80078125 norm=373298.90625 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=22 x_t: shape=(16, 5, 1) dtype=float32 min=-394898.96875 max=58726.62109375 mean=-17872.07421875 std=62518.57421875 norm=581582.8125 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=23 x_t: shape=(16, 5, 1) dtype=float32 min=-632277.25 max=106231.015625 mean=-27767.755859375 std=100101.8671875 norm=929147.1875 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=24 x_t: shape=(16, 5, 1) dtype=float32 min=-1087456.0 max=222271.1875 mean=-45786.9609375 std=168304.125 norm=1560069.75 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=25 x_t: shape=(16, 5, 1) dtype=float32 min=-1823895.25 max=397279.40625 mean=-74840.7734375 std=285276.625 norm=2637937.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=26 x_t: shape=(16, 5, 1) dtype=float32 min=-2904902.25 max=541749.75 mean=-120946.203125 std=463386.4375 norm=4283503.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=27 x_t: shape=(16, 5, 1) dtype=float32 min=-4606138.0 max=925032.875 mean=-193156.828125 std=754901.375 norm=6969566.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=28 x_t: shape=(16, 5, 1) dtype=float32 min=-7417734.5 max=1366214.125 mean=-305336.3125 std=1194083.0 norm=11023845.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=29 x_t: shape=(16, 5, 1) dtype=float32 min=-12669839.0 max=2674024.5 mean=-468422.3125 std=2020738.25 norm=18553280.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=30 x_t: shape=(16, 5, 1) dtype=float32 min=-21230542.0 max=5278288.5 mean=-793578.6875 std=3412447.75 norm=31336324.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=31 x_t: shape=(16, 5, 1) dtype=float32 min=-36876688.0 max=9399680.0 mean=-1344762.25 std=5949131.0 norm=54553124.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=32 x_t: shape=(16, 5, 1) dtype=float32 min=-62694480.0 max=17819188.0 mean=-2140855.75 std=10055135.0 norm=91951728.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=33 x_t: shape=(16, 5, 1) dtype=float32 min=-104125808.0 max=32908850.0 mean=-3284196.0 std=16833940.0 norm=153405984.0 nan=0 inf=0
2026-03-04 13:18:26 | DEBUG | bench.models.adaptive_knet | [task_id=C_shift_Rscale_v0 scenario_id=582474f2e1b2 model_id=adaptive_knet track_id=budgeted init_id=trained seed=0] forward t=34 x_t: shape=(16, 5, 1) dtype=float32 min=-175228256.0 max=70533728.0 mean=-4782621.0 std=29119424.0 norm=263941568.0 nan=0 inf=0
